Seed Name,Price (€)
Energy Haze (Bulldog Seeds) feminized,35.0
Northern Light (Bulldog Seeds) feminized,19.0
O.Z. Kush (Bulldog Seeds) feminized,30.0
Silver Star Haze (Bulldog Seeds) feminized,32.0
Sour Diesel (Bulldog Seeds) feminized,28.0
The Bulldog Chronic (Bulldog Seeds) feminized,28.0
The Bulldog Haze (Bulldog Seeds) feminized,35.0
White Widow (Bulldog Seeds) feminized,30.0
Original Sour Diesel (Cali Connection) feminized,80.0
CBD Critical Mass (CBD Crew) feminized,41.5
CBD Nordle (CBD Crew) feminized,41.5
CBD Shark Shock (CBD Crew) feminized,41.5
Casey Jones (Devil Harvest Original) feminized,35.0
Fallen Angel (Devil Harvest Original) feminized,35.0
Kuchi (Devil Harvest Original) feminized,35.0
Shoreline (Devil Harvest Original) feminized,35.0
Strawberry Sour Diesel (Devil Harvest Original) feminized,35.0
Blue Hash (Dinafem) feminized,27.0
Blue Widow (Dinafem) feminized,25.0
California Hash Plant (Dinafem) feminized,29.0
Cheese (Dinafem) feminized,21.0
Critical+ (Dinafem) feminized,28.0
Diesel (Dinafem) feminized,20.0
Dinachem (Dinafem) feminized,27.0
Industrial Plant (Dinafem) feminized,30.0
Kush-n-Cheese (Dinafem) feminized,21.0
Moby Dick 2 (Dinafem) feminized,28.0
Power Kush (Dinafem) feminized,21.0
Royale Haze (Dinafem) feminized,24.0
Santa Sativa (Dinafem) feminized,23.0
Shark Attack (Dinafem) feminized,20.0
Super Silver (Dinafem) feminized,21.0
Sweet Deep Grapefruit (Dinafem) feminized,20.0
White Siberian (Dinafem) Feminized,20.0
LA Confidential (DNA Genetics) feminized,35.0
Collection Pack Sativa Champions (Paradise Seeds) feminized,50.0
Delahaze (Paradise Seeds) feminized,32.0
Kandy Kush (Reserva Privada) feminized,35.0
Kosher Kush (Reserva Privada) feminized,40.0
OG Kush (Reserva Privada) feminized,40.0
Bubblicious (Resin Seeds) feminized,20.0
Cannatonic (Resin Seeds) feminized,32.0
Critical Haze (Resin Seeds) feminized,25.0
Dance World (Royal Queen Seeds) feminized,17.5
Royal Highness (Royal Queen Seeds) feminized,17.5
Royal Medic (Royal Queen Seeds) feminized,15.0
Special Queen 1 (Royal Queen Seeds) feminized,10.5
Biddy Early (Serious Seeds),35.0
Pure Power Plant (White Label) feminized,32.0
Dinamex (Dinafem) feminized,25.0
Deep Cheese (Dinafem) feminized,21.0
ChemDawg (Humboldt Seed Organization) feminized,27.0
Lemon Thai Kush (Humboldt Seed Organization) feminized,30.0
OG Kush (Humboldt Seed Organization) feminized,24.0
Pineapple Skunk (Humboldt Seed Organization) feminized,24.0
Sour Blueberry (Humboldt Seed Organization) feminized,21.0
Sour Diesel 2 (Humboldt Seed Organization) feminized,24.0
Trainwreck (Humboldt Seed Organization) feminized,25.0
Blue Cheese (Dinafem) feminized,20.0
Critical Kush (Dinafem) feminized,21.0
Atomic (Bomb Seeds) feminized,35.0
Berry Bomb (Bomb Seeds) feminized,29.5
Big Bomb (Bomb Seeds) feminized,26.5
Cherry Bomb (Bomb Seeds) feminized,29.5
Buzz Bomb (Bomb Seeds) feminized,38.95
Ice Bomb (Bomb Seeds) feminized,27.5
THC Bomb (Bomb Seeds) feminized,31.5
Euphoria (Royal Queen Seeds) feminized,23.0
Medical Mass (Royal Queen Seeds) feminized,25.0
Painkiller XL (Royal Queen Seeds) feminized,25.0
Critical Mass CBD (Dinafem) feminized,28.0
Shark Shock CBD (Dinafem) feminized,25.0
CBD Medi Haze (CBD Crew) feminized,39.0
CBD Mango Haze (CBD Crew) feminized,39.0
CBD Critical Cure (Barney's Farm) feminized,30.0
CBD Blue Shark (Barney's Farm) feminized,27.0
Bubba Kush 2.0 (Humboldt Seed Organization) feminized,27.0
Desert Diesel (Humboldt Seed Organization) feminized,25.0
Lost Coast OG (Humboldt Seed Organization) feminized,23.0
Purple Trainwreck (Humboldt Seed Organization) feminized,24.0
Darkstar Kush (T.H.Seeds) feminized,47.0
Indoor Mix (Philosopher Seeds) feminized,36.0
Feminized Mix (Royal Queen Seeds),21.5
Bubba Kush (Dinafem) feminized,26.0
Buddha Kush OG (Big Buddha Seeds) feminized,35.0
S.A.D. - F1 Fast Version (Sweet Seeds) feminized,24.0
Rollex OG Kush (Devil Harvest Original) feminized,42.0
Cole Train (Reserva Privada) feminized,30.0
K2 (Homegrown Fantaseeds) feminized,22.0
Afghani (Homegrown Fantaseeds) feminized,22.0
Mango (Homegrown Fantaseeds) feminized,28.0
Top 44 (Homegrown Fantaseeds) feminized,22.0
Jack Herer (Homegrown Fantaseeds) feminized,22.0
Y Griega CBD (Medical Seeds) feminized,24.0
Lemon Kush (Female Seeds) feminized,15.0
Purple Maroc (Female Seeds) feminized,22.0
Easy Sativa (Female Seeds) feminized,22.0
Strawberry Amnesia (Dinafem) feminized,25.0
Furious Candy (Eva Seeds) feminized,25.0
Raspberry Diesel (Humboldt Seed Organization) feminized,24.0
Chocolate Mint OG 2.0 (Humboldt Seed Organization) feminized,26.0
Bubba's Gift (Humboldt Seed Organization) feminized,27.0
CBD OG Kush (CBD Crew) feminized,41.5
Strawberry Banana (Reserva Privada) feminized,45.0
Bangi Haze (ACE Seeds) feminized,31.0
Amnesia Kush (Dinafem) feminized,27.0
Big Kush (Dinafem) feminized,25.0
Purple Afghan Kush (Dinafem) feminized,28.0
Moby Dick CBD (Dinafem) feminized,28.0
Master Kush (Humboldt Seed Organization) feminized,26.0
MK-Ultra Kush x Bubble (T.H.Seeds) feminized,40.0
MOB (T.H.Seeds) feminized,55.0
Super Lemon Haze CBD (Greenhouse Seeds) feminized,40.0
Tangie Ghost Train (Little Chief Collabs) feminized,85.0
Hammershark (Resin Seeds) feminized,25.0
Critical Cheese (Dinafem) Feminized,25.0
Gorilla Bomb (Bomb Seeds) feminized,35.0
Amnesia CBD (Dinafem) feminized,26.0
Bubba Kush CBD (Dinafem) feminized,26.0
Cheese CBD (Dinafem) feminized,21.0
OG Kush CBD (Dinafem) feminized,24.0
Purple Orange CBD (Dinafem) feminized,21.0
Edam Bomb (Bomb Seeds) feminized,22.5
Ewe-2 (Humboldt Seed Organization) feminized,33.0
Blue Dream CBD (Humboldt Seed Organization) feminized,27.0
Green Crack CBD (Humboldt Seed Organization) feminized,29.0
The Bulldog Haze (Bulldog Seeds) feminized,35.0
White Widow (Bulldog Seeds) feminized,30.0
Original Sour Diesel (Cali Connection) feminized,80.0
CBD Critical Mass (CBD Crew) feminized,41.5
CBD Nordle (CBD Crew) feminized,41.5
CBD Shark Shock (CBD Crew) feminized,41.5
Casey Jones (Devil Harvest Original) feminized,35.0
Fallen Angel (Devil Harvest Original) feminized,35.0
Kuchi (Devil Harvest Original) feminized,35.0
Shoreline (Devil Harvest Original) feminized,35.0
Strawberry Sour Diesel (Devil Harvest Original) feminized,35.0
Blue Hash (Dinafem) feminized,27.0
Blue Widow (Dinafem) feminized,25.0
California Hash Plant (Dinafem) feminized,29.0
Cheese (Dinafem) feminized,21.0
Critical+ (Dinafem) feminized,28.0
Diesel (Dinafem) feminized,20.0
Dinachem (Dinafem) feminized,27.0
Industrial Plant (Dinafem) feminized,30.0
Kush-n-Cheese (Dinafem) feminized,21.0
Moby Dick 2 (Dinafem) feminized,28.0
Power Kush (Dinafem) feminized,21.0
Royale Haze (Dinafem) feminized,24.0
Santa Sativa (Dinafem) feminized,23.0
Shark Attack (Dinafem) feminized,20.0
Super Silver (Dinafem) feminized,21.0
Sweet Deep Grapefruit (Dinafem) feminized,20.0
White Siberian (Dinafem) Feminized,20.0
LA Confidential (DNA Genetics) feminized,35.0
Collection Pack Sativa Champions (Paradise Seeds) feminized,50.0
Delahaze (Paradise Seeds) feminized,32.0
Kandy Kush (Reserva Privada) feminized,35.0
Kosher Kush (Reserva Privada) feminized,40.0
OG Kush (Reserva Privada) feminized,40.0
Bubblicious (Resin Seeds) feminized,20.0
Cannatonic (Resin Seeds) feminized,32.0
Critical Haze (Resin Seeds) feminized,25.0
Dance World (Royal Queen Seeds) feminized,17.5
Royal Highness (Royal Queen Seeds) feminized,17.5
Royal Medic (Royal Queen Seeds) feminized,15.0
Special Queen 1 (Royal Queen Seeds) feminized,10.5
Biddy Early (Serious Seeds),35.0
Pure Power Plant (White Label) feminized,32.0
Dinamex (Dinafem) feminized,25.0
Deep Cheese (Dinafem) feminized,21.0
ChemDawg (Humboldt Seed Organization) feminized,27.0
Lemon Thai Kush (Humboldt Seed Organization) feminized,30.0
OG Kush (Humboldt Seed Organization) feminized,24.0
Pineapple Skunk (Humboldt Seed Organization) feminized,24.0
Sour Blueberry (Humboldt Seed Organization) feminized,21.0
Sour Diesel 2 (Humboldt Seed Organization) feminized,24.0
Trainwreck (Humboldt Seed Organization) feminized,25.0
Blue Cheese (Dinafem) feminized,20.0
Critical Kush (Dinafem) feminized,21.0
Atomic (Bomb Seeds) feminized,35.0
Berry Bomb (Bomb Seeds) feminized,29.5
Big Bomb (Bomb Seeds) feminized,26.5
Cherry Bomb (Bomb Seeds) feminized,29.5
Buzz Bomb (Bomb Seeds) feminized,38.95
Ice Bomb (Bomb Seeds) feminized,27.5
THC Bomb (Bomb Seeds) feminized,31.5
Euphoria (Royal Queen Seeds) feminized,23.0
Medical Mass (Royal Queen Seeds) feminized,25.0
Painkiller XL (Royal Queen Seeds) feminized,25.0
Critical Mass CBD (Dinafem) feminized,28.0
Shark Shock CBD (Dinafem) feminized,25.0
CBD Medi Haze (CBD Crew) feminized,39.0
CBD Mango Haze (CBD Crew) feminized,39.0
CBD Critical Cure (Barney's Farm) feminized,30.0
CBD Blue Shark (Barney's Farm) feminized,27.0
Bubba Kush 2.0 (Humboldt Seed Organization) feminized,27.0
Desert Diesel (Humboldt Seed Organization) feminized,25.0
Lost Coast OG (Humboldt Seed Organization) feminized,23.0
Purple Trainwreck (Humboldt Seed Organization) feminized,24.0
Darkstar Kush (T.H.Seeds) feminized,47.0
Indoor Mix (Philosopher Seeds) feminized,36.0
Feminized Mix (Royal Queen Seeds),21.5
Bubba Kush (Dinafem) feminized,26.0
Buddha Kush OG (Big Buddha Seeds) feminized,35.0
S.A.D. - F1 Fast Version (Sweet Seeds) feminized,24.0
Rollex OG Kush (Devil Harvest Original) feminized,42.0
Cole Train (Reserva Privada) feminized,30.0
K2 (Homegrown Fantaseeds) feminized,22.0
Afghani (Homegrown Fantaseeds) feminized,22.0
Mango (Homegrown Fantaseeds) feminized,28.0
Top 44 (Homegrown Fantaseeds) feminized,22.0
Jack Herer (Homegrown Fantaseeds) feminized,22.0
Y Griega CBD (Medical Seeds) feminized,24.0
Lemon Kush (Female Seeds) feminized,15.0
Purple Maroc (Female Seeds) feminized,22.0
Easy Sativa (Female Seeds) feminized,22.0
Strawberry Amnesia (Dinafem) feminized,25.0
Furious Candy (Eva Seeds) feminized,25.0
Raspberry Diesel (Humboldt Seed Organization) feminized,24.0
Chocolate Mint OG 2.0 (Humboldt Seed Organization) feminized,26.0
Bubba's Gift (Humboldt Seed Organization) feminized,27.0
CBD OG Kush (CBD Crew) feminized,41.5
Strawberry Banana (Reserva Privada) feminized,45.0
Bangi Haze (ACE Seeds) feminized,31.0
Amnesia Kush (Dinafem) feminized,27.0
Big Kush (Dinafem) feminized,25.0
Purple Afghan Kush (Dinafem) feminized,28.0
Moby Dick CBD (Dinafem) feminized,28.0
Master Kush (Humboldt Seed Organization) feminized,26.0
MK-Ultra Kush x Bubble (T.H.Seeds) feminized,40.0
MOB (T.H.Seeds) feminized,55.0
Super Lemon Haze CBD (Greenhouse Seeds) feminized,40.0
Tangie Ghost Train (Little Chief Collabs) feminized,85.0
Hammershark (Resin Seeds) feminized,25.0
Critical Cheese (Dinafem) Feminized,25.0
Gorilla Bomb (Bomb Seeds) feminized,35.0
Amnesia CBD (Dinafem) feminized,26.0
Bubba Kush CBD (Dinafem) feminized,26.0
Cheese CBD (Dinafem) feminized,21.0
OG Kush CBD (Dinafem) feminized,24.0
Purple Orange CBD (Dinafem) feminized,21.0
Edam Bomb (Bomb Seeds) feminized,22.5
Ewe-2 (Humboldt Seed Organization) feminized,33.0
Blue Dream CBD (Humboldt Seed Organization) feminized,27.0
Green Crack CBD (Humboldt Seed Organization) feminized,29.0
Lemon Kush Headband (Humboldt Seed Organization) feminized,28.0
707 Headband (Humboldt Seed Organization) feminized,30.0
Barbara Bud (House Of The Great Gardener) feminized,57.5
Blue Kush Berry (Paradise Seeds) feminized,26.0
Amnesia Haze (Sensation Seeds) feminized,25.5
Acid Dough (Ripper Seeds) feminized,21.0
White Widow (Sensation Seeds) feminized,18.9
Golden Haze (Devil Harvest Original) feminized,35.0
OG Reek’n (Devil Harvest Original) feminized,42.0
Dinamed CBD (Dinafem) feminized,25.0
Early Amnesia CBD (Dinafem) Feminized,25.99
Ghost Train Haze 1 (Rare Dankness),85.0
Shark Widow CBD (Advanced Seeds) feminized,19.0
Remo Chemo (Dinafem) feminized,28.0
Sweet Bubble (Zativo Seeds) feminized,20.0
Afghan Kush (Zativo Seeds) feminized,14.0
CBD René (House Of The Great Gardener) feminized,57.5
Northern Lights (Zativo Seeds) feminized,15.0
Sweet Candy (Zativo Seeds) feminized,17.5
Original Skunk (Zativo Seeds) feminized,15.0
Cherry Moon Pie (Big Buddha Seeds) feminized,35.0
Cali Cookies (BSB Genetics) feminized,30.0
Purple Moby Dick (Dinafem) Feminized,33.0
25th Anniversary Box Set Special (T.H.Seeds) Feminized,175.0
Shark Attack (Dinafem) feminized,20.0
Super Silver (Dinafem) feminized,21.0
Sweet Deep Grapefruit (Dinafem) feminized,20.0
White Siberian (Dinafem) Feminized,20.0
LA Confidential (DNA Genetics) feminized,35.0
Collection Pack Sativa Champions (Paradise Seeds) feminized,50.0
Delahaze (Paradise Seeds) feminized,32.0
Kandy Kush (Reserva Privada) feminized,35.0
Kosher Kush (Reserva Privada) feminized,40.0
OG Kush (Reserva Privada) feminized,40.0
Bubblicious (Resin Seeds) feminized,20.0
Cannatonic (Resin Seeds) feminized,32.0
Critical Haze (Resin Seeds) feminized,25.0
Dance World (Royal Queen Seeds) feminized,17.5
Royal Highness (Royal Queen Seeds) feminized,17.5
Royal Medic (Royal Queen Seeds) feminized,15.0
Special Queen 1 (Royal Queen Seeds) feminized,10.5
Biddy Early (Serious Seeds),35.0
Pure Power Plant (White Label) feminized,32.0
Dinamex (Dinafem) feminized,25.0
Deep Cheese (Dinafem) feminized,21.0
ChemDawg (Humboldt Seed Organization) feminized,27.0
Lemon Thai Kush (Humboldt Seed Organization) feminized,30.0
OG Kush (Humboldt Seed Organization) feminized,24.0
Pineapple Skunk (Humboldt Seed Organization) feminized,24.0
Sour Blueberry (Humboldt Seed Organization) feminized,21.0
Sour Diesel 2 (Humboldt Seed Organization) feminized,24.0
Trainwreck (Humboldt Seed Organization) feminized,25.0
Blue Cheese (Dinafem) feminized,20.0
Critical Kush (Dinafem) feminized,21.0
Atomic (Bomb Seeds) feminized,35.0
Berry Bomb (Bomb Seeds) feminized,29.5
Big Bomb (Bomb Seeds) feminized,26.5
Cherry Bomb (Bomb Seeds) feminized,29.5
Buzz Bomb (Bomb Seeds) feminized,38.95
Ice Bomb (Bomb Seeds) feminized,27.5
THC Bomb (Bomb Seeds) feminized,31.5
Euphoria (Royal Queen Seeds) feminized,23.0
Medical Mass (Royal Queen Seeds) feminized,25.0
Painkiller XL (Royal Queen Seeds) feminized,25.0
Critical Mass CBD (Dinafem) feminized,28.0
Shark Shock CBD (Dinafem) feminized,25.0
CBD Medi Haze (CBD Crew) feminized,39.0
CBD Mango Haze (CBD Crew) feminized,39.0
CBD Critical Cure (Barney's Farm) feminized,30.0
CBD Blue Shark (Barney's Farm) feminized,27.0
Bubba Kush 2.0 (Humboldt Seed Organization) feminized,27.0
Desert Diesel (Humboldt Seed Organization) feminized,25.0
Lost Coast OG (Humboldt Seed Organization) feminized,23.0
Purple Trainwreck (Humboldt Seed Organization) feminized,24.0
Darkstar Kush (T.H.Seeds) feminized,47.0
Indoor Mix (Philosopher Seeds) feminized,36.0
Feminized Mix (Royal Queen Seeds),21.5
Bubba Kush (Dinafem) feminized,26.0
Buddha Kush OG (Big Buddha Seeds) feminized,35.0
S.A.D. - F1 Fast Version (Sweet Seeds) feminized,24.0
Rollex OG Kush (Devil Harvest Original) feminized,42.0
Cole Train (Reserva Privada) feminized,30.0
K2 (Homegrown Fantaseeds) feminized,22.0
Afghani (Homegrown Fantaseeds) feminized,22.0
Mango (Homegrown Fantaseeds) feminized,28.0
Top 44 (Homegrown Fantaseeds) feminized,22.0
Jack Herer (Homegrown Fantaseeds) feminized,22.0
Y Griega CBD (Medical Seeds) feminized,24.0
Lemon Kush (Female Seeds) feminized,15.0
Purple Maroc (Female Seeds) feminized,22.0
Easy Sativa (Female Seeds) feminized,22.0
Strawberry Amnesia (Dinafem) feminized,25.0
Furious Candy (Eva Seeds) feminized,25.0
Raspberry Diesel (Humboldt Seed Organization) feminized,24.0
Chocolate Mint OG 2.0 (Humboldt Seed Organization) feminized,26.0
Bubba's Gift (Humboldt Seed Organization) feminized,27.0
CBD OG Kush (CBD Crew) feminized,41.5
Strawberry Banana (Reserva Privada) feminized,45.0
Bangi Haze (ACE Seeds) feminized,31.0
Amnesia Kush (Dinafem) feminized,27.0
Big Kush (Dinafem) feminized,25.0
Purple Afghan Kush (Dinafem) feminized,28.0
Moby Dick CBD (Dinafem) feminized,28.0
Master Kush (Humboldt Seed Organization) feminized,26.0
MK-Ultra Kush x Bubble (T.H.Seeds) feminized,40.0
MOB (T.H.Seeds) feminized,55.0
Super Lemon Haze CBD (Greenhouse Seeds) feminized,40.0
Tangie Ghost Train (Little Chief Collabs) feminized,85.0
Hammershark (Resin Seeds) feminized,25.0
Critical Cheese (Dinafem) Feminized,25.0
Gorilla Bomb (Bomb Seeds) feminized,35.0
Amnesia CBD (Dinafem) feminized,26.0
Bubba Kush CBD (Dinafem) feminized,26.0
Cheese CBD (Dinafem) feminized,21.0
OG Kush CBD (Dinafem) feminized,24.0
Purple Orange CBD (Dinafem) feminized,21.0
Edam Bomb (Bomb Seeds) feminized,22.5
Ewe-2 (Humboldt Seed Organization) feminized,33.0
Blue Dream CBD (Humboldt Seed Organization) feminized,27.0
Green Crack CBD (Humboldt Seed Organization) feminized,29.0
Lemon Kush Headband (Humboldt Seed Organization) feminized,28.0
707 Headband (Humboldt Seed Organization) feminized,30.0
Barbara Bud (House Of The Great Gardener) feminized,57.5
Blue Kush Berry (Paradise Seeds) feminized,26.0
Amnesia Haze (Sensation Seeds) feminized,25.5
Acid Dough (Ripper Seeds) feminized,21.0
White Widow (Sensation Seeds) feminized,18.9
Golden Haze (Devil Harvest Original) feminized,35.0
OG Reek’n (Devil Harvest Original) feminized,42.0
Dinamed CBD (Dinafem) feminized,25.0
Early Amnesia CBD (Dinafem) Feminized,25.99
Ghost Train Haze 1 (Rare Dankness),85.0
Shark Widow CBD (Advanced Seeds) feminized,19.0
Remo Chemo (Dinafem) feminized,28.0
Sweet Bubble (Zativo Seeds) feminized,20.0
Afghan Kush (Zativo Seeds) feminized,14.0
CBD René (House Of The Great Gardener) feminized,57.5
Northern Lights (Zativo Seeds) feminized,15.0
Sweet Candy (Zativo Seeds) feminized,17.5
Original Skunk (Zativo Seeds) feminized,15.0
Cherry Moon Pie (Big Buddha Seeds) feminized,35.0
Cali Cookies (BSB Genetics) feminized,30.0
Purple Moby Dick (Dinafem) Feminized,33.0
25th Anniversary Box Set Special (T.H.Seeds) Feminized,175.0
Gorilla (Dinafem) Feminized,28.0
Quick Critical+ (Dinafem) Feminized,28.0
Dark GhostTrain (Rare Dankness) feminized,85.0
Dinamed CBD Plus (Dinafem) Feminized,25.0
Devil's Glue (Devil Harvest Original) feminized,50.0
Quick Kush (Dinafem) Feminized,25.0
Black D.O.G. (Humboldt Seed Organization) Feminized,21.0
French Cookies (T.H.Seeds) Feminized,50.0
Pommelo Pine (Sumo Seeds) feminized,23.0
CBD Cherry Kush (Sumo Seeds) feminized,27.0
Orbital G Diesel (Sumo Seeds) feminized,19.0
CBD Kong's Kush (Sumo Seeds) feminized,23.0
Skunk 47 (Advanced Seeds) feminized,18.5
California Orange Cheese (Big Buddha Seeds) feminized,35.0
Blood Orange Sorbet (DNA Genetics) feminized,40.0
Sugar Breath (Humboldt Seed Organization) feminized,27.0
Three Blue Kings (Humboldt Seed Organization) feminized,27.0
Blue Fire (Humboldt Seed Organization) feminized,26.0
Sapphire Scout (Humboldt Seed Organization) feminized,28.0
Sch'Lemon Cake (Big Buddha Seeds) feminized,45.0
Ocean Grown Cookies (Dinafem) feminized,25.0
Blueberry Cookies (Dinafem) feminized,25.0
Wifi 43 x Do-Si-Dos (Philosopher Seeds x Zamnesia) feminized,40.0
The New (Humboldt Seed Organization) feminized,76.0
Pineapple Skunk (Humboldt Seed Organization) feminized,24.0
Sour Blueberry (Humboldt Seed Organization) feminized,21.0
Sour Diesel 2 (Humboldt Seed Organization) feminized,24.0
Trainwreck (Humboldt Seed Organization) feminized,25.0
Blue Cheese (Dinafem) feminized,20.0
Critical Kush (Dinafem) feminized,21.0
Atomic (Bomb Seeds) feminized,35.0
Berry Bomb (Bomb Seeds) feminized,29.5
Big Bomb (Bomb Seeds) feminized,26.5
Cherry Bomb (Bomb Seeds) feminized,29.5
Buzz Bomb (Bomb Seeds) feminized,38.95
Ice Bomb (Bomb Seeds) feminized,27.5
THC Bomb (Bomb Seeds) feminized,31.5
Euphoria (Royal Queen Seeds) feminized,23.0
Medical Mass (Royal Queen Seeds) feminized,25.0
Painkiller XL (Royal Queen Seeds) feminized,25.0
Critical Mass CBD (Dinafem) feminized,28.0
Shark Shock CBD (Dinafem) feminized,25.0
CBD Medi Haze (CBD Crew) feminized,39.0
CBD Mango Haze (CBD Crew) feminized,39.0
CBD Critical Cure (Barney's Farm) feminized,30.0
CBD Blue Shark (Barney's Farm) feminized,27.0
Bubba Kush 2.0 (Humboldt Seed Organization) feminized,27.0
Desert Diesel (Humboldt Seed Organization) feminized,25.0
Lost Coast OG (Humboldt Seed Organization) feminized,23.0
Purple Trainwreck (Humboldt Seed Organization) feminized,24.0
Darkstar Kush (T.H.Seeds) feminized,47.0
Indoor Mix (Philosopher Seeds) feminized,36.0
Feminized Mix (Royal Queen Seeds),21.5
Bubba Kush (Dinafem) feminized,26.0
Buddha Kush OG (Big Buddha Seeds) feminized,35.0
S.A.D. - F1 Fast Version (Sweet Seeds) feminized,24.0
Rollex OG Kush (Devil Harvest Original) feminized,42.0
Cole Train (Reserva Privada) feminized,30.0
K2 (Homegrown Fantaseeds) feminized,22.0
Afghani (Homegrown Fantaseeds) feminized,22.0
Mango (Homegrown Fantaseeds) feminized,28.0
Top 44 (Homegrown Fantaseeds) feminized,22.0
Jack Herer (Homegrown Fantaseeds) feminized,22.0
Y Griega CBD (Medical Seeds) feminized,24.0
Lemon Kush (Female Seeds) feminized,15.0
Purple Maroc (Female Seeds) feminized,22.0
Easy Sativa (Female Seeds) feminized,22.0
Strawberry Amnesia (Dinafem) feminized,25.0
Furious Candy (Eva Seeds) feminized,25.0
Raspberry Diesel (Humboldt Seed Organization) feminized,24.0
Chocolate Mint OG 2.0 (Humboldt Seed Organization) feminized,26.0
Bubba's Gift (Humboldt Seed Organization) feminized,27.0
CBD OG Kush (CBD Crew) feminized,41.5
Strawberry Banana (Reserva Privada) feminized,45.0
Bangi Haze (ACE Seeds) feminized,31.0
Amnesia Kush (Dinafem) feminized,27.0
Big Kush (Dinafem) feminized,25.0
Purple Afghan Kush (Dinafem) feminized,28.0
Moby Dick CBD (Dinafem) feminized,28.0
Master Kush (Humboldt Seed Organization) feminized,26.0
MK-Ultra Kush x Bubble (T.H.Seeds) feminized,40.0
MOB (T.H.Seeds) feminized,55.0
Super Lemon Haze CBD (Greenhouse Seeds) feminized,40.0
Tangie Ghost Train (Little Chief Collabs) feminized,85.0
Hammershark (Resin Seeds) feminized,25.0
Critical Cheese (Dinafem) Feminized,25.0
Gorilla Bomb (Bomb Seeds) feminized,35.0
Amnesia CBD (Dinafem) feminized,26.0
Bubba Kush CBD (Dinafem) feminized,26.0
Cheese CBD (Dinafem) feminized,21.0
OG Kush CBD (Dinafem) feminized,24.0
Purple Orange CBD (Dinafem) feminized,21.0
Edam Bomb (Bomb Seeds) feminized,22.5
Ewe-2 (Humboldt Seed Organization) feminized,33.0
Blue Dream CBD (Humboldt Seed Organization) feminized,27.0
Green Crack CBD (Humboldt Seed Organization) feminized,29.0
Lemon Kush Headband (Humboldt Seed Organization) feminized,28.0
707 Headband (Humboldt Seed Organization) feminized,30.0
Barbara Bud (House Of The Great Gardener) feminized,57.5
Blue Kush Berry (Paradise Seeds) feminized,26.0
Amnesia Haze (Sensation Seeds) feminized,25.5
Acid Dough (Ripper Seeds) feminized,21.0
White Widow (Sensation Seeds) feminized,18.9
Golden Haze (Devil Harvest Original) feminized,35.0
OG Reek’n (Devil Harvest Original) feminized,42.0
Dinamed CBD (Dinafem) feminized,25.0
Early Amnesia CBD (Dinafem) Feminized,25.99
Ghost Train Haze 1 (Rare Dankness),85.0
Shark Widow CBD (Advanced Seeds) feminized,19.0
Remo Chemo (Dinafem) feminized,28.0
Sweet Bubble (Zativo Seeds) feminized,20.0
Afghan Kush (Zativo Seeds) feminized,14.0
CBD René (House Of The Great Gardener) feminized,57.5
Northern Lights (Zativo Seeds) feminized,15.0
Sweet Candy (Zativo Seeds) feminized,17.5
Original Skunk (Zativo Seeds) feminized,15.0
Cherry Moon Pie (Big Buddha Seeds) feminized,35.0
Cali Cookies (BSB Genetics) feminized,30.0
Purple Moby Dick (Dinafem) Feminized,33.0
25th Anniversary Box Set Special (T.H.Seeds) Feminized,175.0
Gorilla (Dinafem) Feminized,28.0
Quick Critical+ (Dinafem) Feminized,28.0
Dark GhostTrain (Rare Dankness) feminized,85.0
Dinamed CBD Plus (Dinafem) Feminized,25.0
Devil's Glue (Devil Harvest Original) feminized,50.0
Quick Kush (Dinafem) Feminized,25.0
Black D.O.G. (Humboldt Seed Organization) Feminized,21.0
French Cookies (T.H.Seeds) Feminized,50.0
Pommelo Pine (Sumo Seeds) feminized,23.0
CBD Cherry Kush (Sumo Seeds) feminized,27.0
Orbital G Diesel (Sumo Seeds) feminized,19.0
CBD Kong's Kush (Sumo Seeds) feminized,23.0
Skunk 47 (Advanced Seeds) feminized,18.5
California Orange Cheese (Big Buddha Seeds) feminized,35.0
Blood Orange Sorbet (DNA Genetics) feminized,40.0
Sugar Breath (Humboldt Seed Organization) feminized,27.0
Three Blue Kings (Humboldt Seed Organization) feminized,27.0
Blue Fire (Humboldt Seed Organization) feminized,26.0
Sapphire Scout (Humboldt Seed Organization) feminized,28.0
Sch'Lemon Cake (Big Buddha Seeds) feminized,45.0
Ocean Grown Cookies (Dinafem) feminized,25.0
Blueberry Cookies (Dinafem) feminized,25.0
Wifi 43 x Do-Si-Dos (Philosopher Seeds x Zamnesia) feminized,40.0
The New (Humboldt Seed Organization) feminized,76.0
Dutchberry (Artizen) feminized,45.0
Allen Wrench (Artizen) feminized,45.0
Blue Dream (Artizen) feminized,45.0
Grape Gorilla (Artizen) feminized,45.0
Blueberry Cheesecake (Dawg Star) Feminized,30.0
Fire Bubba (Gold Leaf Gardens) feminized,45.0
Purple Punch (Gold Leaf Gardens) feminized,45.0
Vitamin C (Gold Leaf Gardens) feminized,45.0
WiFi (Phat Panda) feminized,30.0
Grease Monkey (Phat Panda) Feminized,30.0
Hammerhead (Phat Panda) feminized,30.0
Cascade Connie (Western Cultured) feminized,30.0
Kraken Black Pepper (Western Cultured) feminized,30.0
Dutch Treat (Western Cultured) feminized,30.0
Seatown Lemon Haze (Western Cultured) feminized,30.0
Orange Juice (Dinafem) feminized,26.0
